text,spam
"Subject: from mrs fati  dear ,  i crave your indulgence at this mail coming from somebody you have not know before . i decided to do this after praying over the situation . you should please consider the transaction on its content and not the fact that you have not known me before . i need not dwell on how i came by your contact information because there are many such possibilities these days .  i would like to introduce myself as mrs . fati zongo , of repulic of benin , widow to late chief ; julius . o . zongo ( for consular of the benin i have been recently been daigonosed of cancer of the pelvics . i am writing from my sick bed . there is this usl 0 . 5 million my husband has in an account with the financial bank , benin of which i am the next of kin . with my health condition and because my husband and i have no children , i am  looking for a credible person to whom i will pass the right of next of kin . this person will apply to the bank and request for the transfer of the fund to his / her bank account . this is on the condition that you will take 25 % of the fund for yourself , 5 % used for expenses , while you will use the remaining 70 % for the less previlege people in the society .  this is in fulfilment of the last request of my husband : that a substantial part of the fund be used to carter for the less previleged . if this condition is acceptable to you , you should contact me immediately with your full names and contact information so that i will ask our family lawyer to prepare the authorization that will give you the right of next of kin to the account in the bank . i will also give you a text of the application you are to send to the bank . i cannot predict what will be my fate by the time the fund willbe transfered into your account , but you should please ensure that the fund is used as i have described above .  i look forward to your response .  yours ,  mrs . fati  note - the original deposite form will be send to you at yours demand .",1
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corei desiqner 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corei painter lx  $ 80 adobe lllustrator cs  $ 80 adobe lndesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cool 3 d production studio 1 . 0 . 1  $ 90 aiias motion builder 6 professional  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincereiy ,  lliana ",1
"Subject: v and more  hello , welcome to the medzonli plainclothesman ne  - online pharmaceu varicoloured tical shop .  v tzigane a  u persuasiveness mv kilometre i  passible rac tangible i  warpath is  townspeople li  a colloquialism g  tutorage al  andmanyother .  with our sh rivalry op you get -  best p bursary rlces  indefensibility excellent service  fast correspondence shipping  private online or surpassing dering  have a nice day .",1
"Subject: hi , low price inkjet cartridges bvax  hi , zzzz @ example . com today ,  if you would  not like to get more spacial offers from us , please click  here and you request will be honored immediately ! ",1
"Subject: use this handy interest calculator to get current rate information . dhfeo  use this handy interest calculator to get current rate availability data , without giving out any personal or private information .  this was sent to you by an mediagroup for smartmortgageusa . if you have any questions , you may contact sm - usa at : offer up , attn : smartmortgageusa , p . o . box 78361 , san francisco , ca 94107 - 8361 . if you wish to exclude yourself from future sm - usa items please use this to go to the website and then use the choice at the bottom of the page .  cyennpicahgf",1
"Subject: get your babies diapers bill paid for , for a year !  your family could definately use this , now go .  odzzfzzq",1
Subject: good ooffr  want to know how to save over 60 % on meanwhile your piils ?  http : / / www . pledelo ridged . com - suc labile cessfull and proven way to save your mo humankind ney .  leftwing v  hardware ag  trophic al  l lenity u  woodcraft l  payoff rac supernal l  sultanate isva multistory l  acceptability m  andmanyother .  best bertha prlces .  high quaiity sinuosity .  wo betrothal rldwide shlpplng .  total confid electrical entiaiity .  250 . uncreated 000 + satisfied customers .  have tapestry a nice day !,1
"Subject: site update tue , 05 jul 2005 .  subject : site update tue , 05 jul 2005 .  thank you for using our online store and for your previous order . we have updated our online software store ! ? now we have more latest version of programs . our  full catalog with 2100 freshest software titles available for instant download at  web - site http : / / meyers . tabloidez . com /  we hope that you will tell others about your positive experience with us .  with best wishes ,  managing director . . ceo  avery salinas  latest news :  increase in guerrilla attacks tests colombia ' s popular president  read more of the web ' s best original reporting  http : / / msnbc . msn . com / id / 3098358 /  for the poor in iran , voting was about making ends meet  stronger - than - expected data lift stocks ",1
"Subject: urgent safeharbor department warning  urgent  safeharbor department warning  we recently have determined that different computers have logged into your  ebay account , and multiple password failures were present before the login one  of our customer service employees has already tryed to telephonically reach you .  as our employee did not manage to reach you , this email has been sent to your  notice . therefore your account has been temporary suspended . we need you to  confirm your identity in order to regain full privileges of your account . if  this is not completed by june 27 , 2005 , we reserve the right to terminate all  privileges of your account indefinitly , as it may have been used for fraudulent  purposes . we thank you for your cooperation in this manner . to confirm your  identity please follow the link below .  ( to complete the verification process you must fill in all the  required fields )  please note : if your account informations are not  updated within the next 72 hours , then we will assume this account is fraudulent  and will be suspended . we apologize for this inconvenience , but the purpose of  this verification is to ensure that your ebay account has not been fraudulently  used and to combat fraud .  we apreciate your support and understading , as we work together to keep ebay  a safe place to trade .  thank you for your patience and attention in this important matter .  regards ,  safeharbor departmentebay inc .  do not respond to this e - mail , as your reply will not be  received .  copyright 2004 ebay inc . all rights reserved . designated trademarks  and brands are the property of their respective owners . ebay and the ebay  logo are trademarks of ebay inc . is located at hamilton avenue , san jose , ca  95125",1
"Subject: the best place to buy viagra online at the best viagra price .  feeling better is just a click away .  the multitude of books is making us ignorant .  a closed mouth gathers no feet .  we are the music makers , and we are the dreamers of dreams .",1
Subject: simple pill solves complex problem  no . 1 male sexual enhancement pill on the market  more info here  cactus kwx replenish ww loquat wq snow ggv alterman xr illuminate mya cartilage tng sir xi  extroversion izx broomcorn nan riddle ei rapacious zt combatted ns calliope pgs edgy vm adposition cdz  decree cjt aboveground doo ottawa zgc mollie hj  no ,1
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corei desiqner 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corei painter ix  $ 80 adobe lilustrator cs  $ 80 adobe lndesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cooi 3 d production studio 1 . 0 . 1  $ 90 aiias motion buiider 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincereiy ,  lincoin ",1
"Subject: when will the real estate bubble burst ? - live meeting july 21 st on alternative investments  event date : thursday july 21 st at 10 : 30 am est , 2 : 30 pm  est , and 7 : 30 pm estwith top - ranked alternative  investment manager , michael mansfield  to register for this complimentary  event , go to http : / / www . forex - day - trading . com / forex - online - registration . htm .  even warren buffett is negative on real estate - "" the  biggest financial bubble in  history ""  warren buffett , the second richest man in the world ,  recently sold his house in laguna for $ 3 . 5 million . he joked ,  "" it was on about 2 , 000 square feet of land , maybe a  twentieth of an acre , and the house might cost about $ 500 , 000 if you wanted to  replace it . so the land sold for something like $ 60 million an acre . "" [ if you  want to read more about this , you can go to cnn ' s website at http : / / money . cnn . com / 2005 / 05 / 01 / news / fortune 500 / buffett _ talks / ]  so why is buffett saying that us real estate is a bubble  ready to burst ?  and why is buffett betting against the us dollar ? [ note :  buffett made $ 1 . 63 billion in foreign currency ( fx ) gains from the dollar ? s  decline in the last quarter of 2004 ]  for the same reasons that michael mansfield has been  discussing in his live online meetings .  who is michael mansfield ?  top - ranked alternative investment  manager michael mansfield is the co - manager of the # 1 - ranked global diversified  fx portfolio ( gdfx ) . heis having his next live online meeting on july 21 st  at three different times ( see below for instructions on how to register for this  event ) . gdfx was up 31 . 87 % in 2004 and was ranked # 1 by eurekahedge . the  objective of gdfx is to produce between 20 to 45 % a year after fees and has no  correlation to stocks or real estate .  what will be covered ?  mansfield will discuss what ' s in store for the global  markets in 2005 , including the forex , stock , oil , gold , interest rate , and real  estate markets . he will also cover what has made the gdfx managed portfolio so  successful when compared to other alternative investments and managed accounts .  in his discussion , mansfield will cover why it is so risky to be invested right  now in long - only stock positions . he will also discuss when the current real  estate bubble will likely burst and what you can do about it .  who is this event for ( investors ,  advisors , hedge funds , religious institutions , etc . ) ?  if you are considering professionally managed forex accounts  ( alternative investments ) or you are currently invested in real estate , stocks ,  bonds , or mutual funds , you should attend this live event . if you or   capital ( or your clients ' capital )  into alternative investments with above average returns and below average  drawdowns , you might be a perfect candidate for our introducing  broker program ; so we strongly suggest that you also attend this event . ( due  to the demand that we have experienced for mansfield ? s discussions in the past ,  we have scheduled his next discussion at three different times on tuesday june  21 st . this will provide convenient hours for investors in different parts of the  world to attend . please use the link below to register for any of the times  provided :  registration for this  event  thursday july 21 st at 10 : 30 am est ( miami , fl , usa )  ( please convert this to your local time ) thursday july 21 st at 02 : 30 pm est  ( miami , fl , usa ) ( please convert this to your local time ) thursday july 21 st  at 07 : 30 pm est ( miami , fl , usa ) ( please convert this to your local  time )  some of mansfield ? s notable  accomplishments  - # 1 ranked manager by eureka hedge for april 04 -  top - ranked manager in futures magazine for march 00 - called a large  additional sell off in the nyse on aug 01 - called the us stock market crash  of 1987 - master market technician with uncanny forecasting ability -  co - manager of the global diversified fx portfolio ( gdfx )  space for this event is limited and will be filled on  a first - come - first serve basis .  if you have any questions about this complimentary  event or about managed accounts , please give us a call .  sincerely ,  joe loraforexmanaged account  departmenthttp : / / www . forexdaytrading . com 2150 coral way , suite 5 dmiami , florida 33145 united  states 800 - 366 - 4157 ( toll free in the u . s . and canada ) 786 - 866 - 8733  ( international )  to unsubscribe , please go to the link  below : ",1
"Subject: assistance me  my name is mr . newton gwarada , the stepson of mr . terry ford of zimbabwe . it might be a surprise to you where i got your contact address ; i got it from the net . dont be worried because i am contacting you in good faith .  during the current crisis against the farmer of zimbabwe by the supporters of our president robert mugabe to claim all the white owned farms in our country , he ordered all the white farmers to surrender their farms to his party members and their followers .  my stepfather was one of the best farmer in the country and knowing that he did not support the president political ideology , the president supporters invaded my stepfather "" s farm and burnt down everything , killed him and confiscated all his investments .  after the death of my stepfather , my mother and i with my younger sister decided to move out of zimbabwe for the safety of our lives . we took along with us the money my stepfather kept in the safe in my mother ' s house which amounted to the sum of us $ 20 m ( twenty million united states dollars ) to the republic of south africa where we have deposited it as personal valuables in a private security company for safe - keeping .  because of our present status ( political refugees ) , my mother and i are sriously looking forward to having an overseas partner that will assist us with the convenient and legal transfer of the funds out of south africa .  if my proposition is considered , for assisting us to transfer this money to your country , we will offer you 20 % of the total fund , and 5 % of the total will be set aside to cover any expenses incurred during this transaction , 75 % will be for my family to invest . in your country under your supervision .  for detailed information , you can contact me direct .  i would appreciate confidentiality and honesty in our correspondence . your immediate response will be highly wecomed .  best regards ,  mr . newton gwarada",1
"Subject: easy - tag board : : more options to fit your site  thank you for your interest in easy - tag board . our goal is to provide you with the best software and support possible . we know you have a choice and appreciate the opportunity to assist with your online needs . we are confident that you will see the benefits of using the easy - tag board .  highly customizable easy to configure fast , reliable , & secure  server o / s independent cross - browser compatible more features text - decoration : none "" face = arial , helvetica , sans - serif > www . easy - tagboard . com  you are receiving this email because you opted - in to our mailing list or someone you know referred you to us . we respect your right to privacy and your desire not to be bothered by unwanted emails . if you do not wish to receive any further newsletters , please click the link below to be permanently removed from out mailing list .  to unsubscribe click ( here ) .",1
"Subject: charity sees the need not the cost . . .  dear friend ,  as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is mr . reza abdulla , a merchant in safat , in ( kuwait ) i was married with two children . my wife and two children died in a car accident six years a go . i have been diagnosed with esophageal cancer . it has defiled all forms of medical treatment , and right now i have only about a few months to live , according to medical experts .  i have not particularly lived my life so well , as i never really cared for anyone ( not even myself ) but my business . though i am very rich , i was never generous , i was always hostile to people and only focused on my business as that was the only thing i cared for . but now i regret all this as i now know that there is more to life than just wanting to have or make all the money in the world .  i believe when god gives me a second chance to come to this world i would live my life a different way from how i have lived it . now that god has called me , i have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends . i want god to be merciful to me and accept my soul so , i have decided to give alms to charity organizations , as i want this to be one of the last good deeds i do on earth . so far , i have distributed money to some charity organizations in the u . a . e , algeria and malaysia . now that my health has deteriorated so badly , i cannot do this myself anymore . i once asked members of my family to close one of my accounts and distribute the money which i have there to charity organization in bulgaria and pakistan , they refused and kept the money to themselves . hence , i do not trust them anymore , as they seem not to be contended with what i have left for them . the last of my money which no one knows of is the huge cash deposit of ten million seven hundred thousand american dollars ( u . s . $ 10 . 700 , 000 ) that i have with a finance / security company abroad . i will want you to help me collect this deposit and dispatched it to charity organizations . i have set aside only 20 % for you and for your time and also 5 % as miscellaneous expenses . reply me at your earliest convenience for more directives to my private email address : reza _ abdulla @ walla . com  god be with you .  regards ,  mr . reza abdulla",1
"Subject: new extensions now only $ 14 . 95  important information :  the new domain names are finally available to the general public at discount prices . now you can register one of the exciting new . biz or . info domain names , as well as the original . com and . net names for just $ 14 . 95 . these brand new domain extensions were recently approved by icann and have the same rights as the original . com and . net domain names . the biggest benefit is of - course that the . biz and . info domain names are currently more available . i . e . it will be much easier to register an attractive and easy - to - remember domain name for the same price . visit : http : / / www . affordable - domains . com today for more info .  register your domain name today for just $ 14 . 95 at : http : / / www . affordable - domains . com . registration fees include full access to an easy - to - use control panel to manage your domain name in the future .  sincerely ,  domain administrator  affordable domains  to remove your email address from further promotional mailings from this company , click here :  38  1201 hvli 9 - 661 pjwll 5",1
Subject: extraa chance  how to save on your medlcatlons ove pettitoes r 60 % .  pharmazm spurge ail shop - successfull and proven way to save yo compos ur m eureka oney .  slowcoach v  a patriot g  tracker l  l incubatory u  americanism l  desperation ra viaduct cla  tarantula isva establish l  attract m  andmanyother .  * best pr abundance lces  * wor defeatist ldwide shlpplng  * total c client onfidentiaiity  * over 5 mi endorsement liion customers  have a nice d sensitiveness ay !,1
"Subject: returned mail : see transcript for details  the original message was received at tue , 19 jul 2005 07 : 06 : 09 - 0400  from root @ localhost  - - - - - the following addresses had permanent fatal errors - - - - -  antique  ( reason : can ' t create ( user ) output file )  ( expanded from : )  - - - - - transcript of session follows - - - - -  procmail : quota exceeded while writing "" / var / spool / mail / antique ""  550 5 . 0 . 0 antique . . . can ' t create output",1
"Subject: you have successfully added a new email address  update your account  dear valued customer  we regret to inform you that your account at  ebay could be suspended if you don ' t update your billing information .  to resolve this problem please click  here and login to your  account in order to resolve the update process . if your account information  is not updated , your ability to access the ebay your account will become restricted .  as per the user agreement , we may immediately  issue a warning , temporarily suspend , indefinitely suspend or terminate  your membership and refuse to provide our services to you if we believe  that your actions may cause financial loss or legal liability for you ,  our users or us . we may also take these actions if we are unable to  verify or authenticate any information that you provide to us .  due to the suspension of this account , please  be advised you are prohibited from using ebay in any way . this includes  the enrolling of a new account . please note that this suspension does  not relieve you of your agreed - upon obligation to pay any fees you may  owe to ebay .  copyright 1995 - 2005 ebay inc . all rights reserved . designated trademarks and brands are the property of their respective owners . use of this web site constitutes acceptance of the ebay user agreement and privacy policy . ",1
"Subject: debt information tue , 28 jun 2005 .  subject : debt information tue , 28 jun 2005 .  thank you for using our online store and for your previous order . we have updated our online software store . . . now we have more latest version of programs . our  full catalog with 2100 freshest software titles available for instant download at  web - site http : / / aloe . tabloidez . com /  we hope that you will tell others about your positive experience with us .  with best wishes ,  managing director ? ? ceo  beatriz maloney  latest news :  collins : roddick needs miracle to top federer | video  square feet : a mall in decline eyes fish - market space  small plane violates d . c . air space , forced to land  idaho girl found ; brother feared dead ",1
Subject: delivery failure : user antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) not  listed in domino directory  your message  subject : [ spam ] just to her . . .  was not delivered to :  antonio _ lambino @ ksg . harvard . edu  because :  user antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) not listed in domino directory,1
"Subject: free euro .  on january lst 2002 , the european countries began  using the new euro . never before have so  many countries with such powerful economies united  to use a single currency . get your piece of history  now ! we would like to send you a free euro  and a free report on world currency . just visit  our site to request your euro and euro report :  http : / / 209 . 163 . 187 . 42 / euro - exchange /  in addition to our currency report , you can receive  our free investment package :  * learn how $ 10 , 000 in options will leverage $ 1 , 000 , 000 in  euro currency . this means even a small movement in the market  has huge profit potential .  if you are over age 21 and have some risk capital , it ' s  important that you find out how the euro will  change the economic world and how you can profit !  click now ! http : / / 209 . 163 . 187 . 42 / euro - exchange /  $ 10 , 000 minimum investment  please carefully evaluate your financial position before  trading . only risk capital should be used .  http : / / 209 . 163 . 187 . 42 / opt - out / to optout .",1
"Subject: last longer in bed  hello ,  did you ejaculate before or within a few minutes of  penetration ?  premature ejaculation occurs when you ejaculate too quickly  and without control . it occurs before or shortly after  penetration . premature ejaculation interferes with the sexual  pleasure of both you and your partner . it causes feelings of  guilt , embarrassment , frustration , and depression .  extra - time is the only male sexual performance formula that ,  not only stops premature ejaculation , but actually "" cures "" it .  extra - time is the only product that allows "" you "" to control  when you ejaculate .  - non - hormonal herbal therapy .  - acts locally on the sex organs .  - regulates process of ejaculation .  - acts through neuro - endocrine pathway .  - acts on the high centers of emotion in the brain .  look here : http : / / reattain . com / et / ? meds  no thanks : http : / / reattain . com / rr . php",1
"Subject: i am interested in buy ad space .  hi i hope all is well , i am interested in buy ad space . we are looking for premier publishers that can deliver high quality us traffic , which is why i have contacted you . all our cpm impression counts are raw , not based off unique , which raises the effective cpm . our ecpm rate is 10 - 1 , no one in the industry can beat that ! for this campaign i have a large budget and i would love to allocate a few thousand dollars for a test campaign . for reporting , we have partnered with zedo , so you will know what you are making in real - time . we work with over 100 publishers and we are looking to schedule a budget for our key players to carry over into 2006 . platinum ad network is always looking for elite publishers . i ' d love to discuss with you further about the synergies our companies might have .  thanks ,  michael mathews  media buyer  platinum ad network  mmathews @ platinumadnetworks . com ",1
Subject: erectile dysfunction ruining your sex life ?  multiple male orgasms  more info here  breakup plp credulity aph irreplaceable ns faust lag  bilinear xyu reveal kbv altar lmt embedder jze mission cz caviar xv  precious zex clamorous yz offertory pqe polemic gb filth rb cozen bh dun tqz cosy cfb  no ,1
"Subject: kit torre empilhadeira savi  santos , junho de 2 . 005  sua empresa possui empilhadeira hyster de 07 ton .  e  10 ton . .  ent?o preste aten??o , abaixo est?o 03 kits de pe?as que  ir?o ajudar bastante sua vida .  kit 001 - ( torre e quadro hyster h 150 j ( 07  ton . ) ) .  comp?e este kit . :  08 - 196445 top que vai  soldado na torre  08 - 193557 rolete  completo  02 - 110520 rolete maior  completo  02 -  61463 roldana da  corrente ( completo com rolamento )  kit 002  ( torre e quadro hyster h 225 ( 10 ton ) ) .  comp?e este kit .  08 - 125223 rolete  principal da torre e quadro completo  08 - 257853 eixo curto  ( que vai soldado na torre e quadro )  08 - 125217 conjunto  rolete lateral completo  08 - 125219 pino do  rolete lateral  08 - 125220 suporte  especial em a?o  02 - 61463  roldana da torre completa com rolamentos  02 - 270063 eixo do rolamento superior  torre fixa  02 - 87905 rolamento  superior da torre fixa  kit 003 ( tra??o hyster h 225 ( 10  ton . ) ) .  comp?e este kit  02 - 810810 roda  dentada  02 - 810348 roda  dentada  02 - 304735 corrente  de tra??o  nossos kit cont?m todos os ?tens de reposi??o que devem  ser substituidos , em uma reforma  de seu subconjunto , sem reaproveitamento de pe?as meia  boca , para que seu equipamento  n?o quebre na hora em que voc? mais  precisa .  consulte - nos tamb?m sob roletes e roldanas da torre com  c?digo original do fabricante .  torres , quadros de eleva??o e eixos direcionais novos e a  base de troca  obs . : todos os ?tens acima s?o de nossa fabrica??o  .  fabricamos tamb?m ?tens sob desenho ou amostra  tais como :  cilindros hidr?ulicos de equipamentos importados e de grande  porte , semi - eixos , entalhados , pinos , buchas , engrenagens e  etc . .  estamos desde j? aguardando vosso  contato .  sds  hailson savi / / depto vendas  savi com?rcio e ind?stria de pe?as  telfax oxxl 3 32357817  tel oxxl 3 32342055  mail  hailson . savi @ terra . com . br  obs : voc? est?  recebendo este e - mail porque est? cadastrado para tal . caso voc? n?o deseje mais  receber nenhum tipo de contato nosso , clique  aqui , ou envie um e - mail para seuemail @ dominio . com com o assunto  remover .",1
"Subject: wall street ' s dirty little secret . . .  it was the spring of 1979 .  i was just a tall , goofy looking kid in middle school  with buck - teeth and freckles . each day in the  cafeteria , i walked from table to table . . .  stealing other kids ' lunch money .  no , i didn ' t rob them with a gun or a knife - i just made  them a little deal . "" let me borrow two dollars today , "" i said ,  "" and i ' ll bring you five dollars next week . "" the investment  was too good to pass up , and other kids were throwing their  lunch money at me like gravy on mashed potatoes . of course  when "" next week "" rolled around and i couldn ' t pony up the cash ,  i promised to pay them even more the week after that ,  if they would just let me keep their investment a little bit  longer .  eventually the end of the year came and went , high school  started and with it came girls , and homework , and parties ,  and sports , and those poor kids from eighth grade had more  things on their mind than last year ' s lunch money .  i made off with a tidy sum for a middle school kid ,  and i didn ' t even get beat up .  hidden inside this story are the two greatest stock market  secrets you will ever learn .  first of all , greed is your number one enemy . you ' re not  going to turn $ 2 into $ 5 in a week , so cash out when  you ' re ahead . don ' t wait for the boat to sink before  grabbing the lifejacket .  second , never trust an investment adviser of any kind .  they are looking out for their own money , not yours .  the "" professionals "" , those stuffy investment counselors and  money managers , will always tell you that the best time to  buy is now . according to those guys , the longer you keep  your money in the market , the more money you ' re going to make .  ask them when is the best time to sell and their answer is  "" never "" .  in a sense , they are right . if you put $ 250 , 000 in an index  fund right now , you ' ll probably have over a million dollars  in thirty or forty years . but here ' s the problem :  do you want to wait thirty or forty years to be rich ?  hell no !  you want the money now - so you can enjoy it . it ' s hard to  make use of your fortune when you ' re seventy years old  in a wheelchair . if you could make a million dollars in  the next few years , what would you do with it ? where would  you travel ? what kind of car would you buy ?  the fact is . . . youth is the best time to be rich .  if your goal is to make quick profits in the market , volatility  is your ally , and stability your enemy . you want to see  those large upswings , two hundred points in a day , followed  by the four hundred point crash a week later . you don ' t  care if the market went up or down 20 % this year as long  it was unstable . that ' s how you ' re going to make the  money .  what i ' m talking about here is day trading .  my father invests the traditional way ; he holds some good stocks  and he goes up 30 k and down 30 k . in the long term of 5 - 10 years  he makes money .  the day trader buys or sells 5 , 000 shares of xyz for a  $ 25 , 000 profit in a 5 - 10 minute trade . he acts quickly , taking  advantage of all the information at his disposal about a  certain stock , and estimating whether it will go up or  down within hours , sometimes within minutes .  i can teach you how to do this - and how to make amazing  amounts of money at it . it ' s not rocket science , and you  only need to learn a few basic principles to get started .  society would have you believe that successful trading is  complicated and requires formal training .  the truth is , wealthy people use very simple investment  strategies to make money .  popular media and investment professionals portray successful  trading as difficult and complex to scare you out of the boxing  ring . they don ' t want the competetion - and they sure as hell  don ' t want you paying a few dollars to an online trading firm  to execute a trade for which they ' d charge you forty or fifty  dollars .  they make their money only if you believe two lies :  1 ) that investing is too difficult and risky for the average  person .  2 ) that using an investment adviser who charges a high  commission is safer than trading online for a few bucks  per trade .  here is what the financial gurus in today ' s society absolutely ,  positively do not want you to know . . .  the strategies for profitable day trading are in fact  so simple that anyone can do it - provided they spend  a few hours of studying .  after reading over 200 financial books and publications  during the past decade , and after using day trading  to successfully make more than four million dollars in  the stock market , i ' ve learned the following lessons :  * * achieving financial success is incredibly simple .  * * anyone can do it .  * * it only takes a few hours to learn .  when i discovered the secret to day trading , i didn ' t become  wealthy overnight . if you want instant cash , drive to wal - mart .  buy a ski mask and a shotgun , and rob your local bank . the  only way to get rich , quick or otherwise , is through  hard work , knowledge , and determination .  after learning the fundamentals of day trading , i started  practicing the trading art itself , and the first few weeks  brought modest gains . the next few months gave me the practical  experience i needed to really earn a living , and i was pulling  close to a six figure income . in less than three years with no  formal financial training , minimal effort and only moderate risk ,  i had made my first million . the knowledge that i gained  during those formative trading years i am willing to share  with you in my new book , the master trader . you will learn from  my mistakes , and from my successes , as i teach you the simple ,  secret formula for day trading that i ' ve used profitably  year after year .  the income of the day trader can be staggering . thousands , even  hundreds of thousands of dollars can be made or lost within  minutes . the difference between making money and losing your  shirt is simply this : knowledge . i will provide that knowledge ,  and i will give you a winning edge at this high - stakes game .  average income of a day trader :  5 % average an income in excess of $ 500 , 000 per year  22 % average an income in excess of $ 250 , 000 per year  35 % average an income in excess of $ 100 , 000 per year .  27 % average an income between $ 50 , 000 and $ 99 , 999 per year  11 % average an income between $ 20 , 000 and $ 49 , 999 per year  after reading the master trader , you will discover extremely  profitable , simple yet powerful trading methods that give  you an almost unfair trading advantage and make you  win despite the current market weakness .  here is just a snippet of what i will teach you :  * * * make money whether a stock goes up or down .  * * * learn how to get in and out of stocks within split seconds .  * * * learn exactly what stocks to trade , the exact price to  buy them and the exact price to sell them .  * * * save thousands of dollars by learning to avoid the  mistakes beginners make .  * * * learn how to trade stocks like a pro and how to make money  consistently in every market !  * * * learn proven strategies that give you the highest chance  for great success .  * * * profit on huge intraday price swings .  * * * make money on the biggest news stories .  * * * actively manage your risks and learn how to realize maximum  returns .  * * * learn how to use the tools and information wall street  professionals use .  * * * learn how to develop and maintain a winning state of mind .  it ' s time to ask yourself : "" am i going to listen to the  professionals who say buy buy buy but never sell ? or am  i going to take control of my own financial future , and  start making money right now in the stock market ? ""  who is looking out for your best economic interests - some  wealthy wall street stockbroker , or yourself ?  with the master trader e - book , you will learn everything you  need to know in order to get started with day trading . . . from  choosing the best broker in order to take advantage of the  lowest commissions and instant order executions to professional  trading strategies that make professional traders millions of  dollars .  the master trader e - book is the most comprehensive yet easy to  understand and straight - forward book ever written about active  trading . if you are serious about success in short term stock  trading - order today and start paving the road to your  own financial future .  oh , and remember that scraggly kid in the eighth grade ?  his high school friends laughed when he said he was going to  make money in the stock market .  six years later , he bought a beach - front home on the california  coast - with cash . oops , they weren ' t laughing anymore .  in a rollercoaster market like we have today , day trading  is the fastest track to wealth . if you ' re looking  for a long - term retirement investment with no risk  that goes up 5 % a year , then by all means , this ain ' t  your kind of game .  but if you want the quickest possible way to make a fortune  in the market , with the lowest element of risk , then  order the master trader e - book right now . i promise  to teach you all of the secrets that helped me become a  millionaire through successful day trading .  you don ' t need to know anything about the market , and  anyone can do it , with minimum effort . it ' s an easy  game to win if you know how the pieces move .  order the master trader e - book right now for only $ 49 . 97  by clicking on the link below :  http : / / 4 tools 4 life . com / qs  our company is strictly opposed to unsolicited emails .  to be removed from this list , please send an email  to "" bulkexpert @ yahoo . com "" ",1
"Subject: increase the volume of your ejaculation .  heya !  has your cum ever dribbled and you wish it had shot out ?  have you ever wanted to impress your girl with a huge cumshot ?  spur - m is the only site to offer an all natural male enhancement  formula that is proven to increase your sperm volume by up to 500 % .  our highly potent , volume enhancing formula will give our results  in days and comes with an impressive 100 % guarantee .  imagine the difference ( look and feel ) between dribbling your cum  compared to shooting out burst after burst . try spur - m now ! and  with our money back guarantee you have absolutely nothing to lose !  look here : http : / / chorally . com / cum /  no thanks : http : / / chorally . com / rr . php",1
"Subject: undelivered mail returned to sender  this is the postfix program at host mail . freeservers . com .  i ' m sorry to have to inform you that your message could not be  be delivered to one or more recipients . it ' s attached below .  for further assistance , please send mail to  if you do so , please include this problem report . you can  delete your own text from the attached returned message .  the postfix program  ( expanded from  ) : host 10 . 133 . 22 . 254 [ 10 . 133 . 22 . 254 ] said : 554  error : : recipient address denied - relay access  denied ( in reply to rcpt to command )",1
